day,hourlon,lat,age,r,,action,playerId,gameId
14813,14.371963,0.06804764270782471,51.48937940597534,0,13,"createMember.failed","P552","GA516"
14813,14.428683,0.06804227828979492,51.48937940597534,0,13,"CommunitiesButton","P552","GA516"
14813,14.429634,0.06803691387176514,51.48937940597534,0,13,"placeMember.done","P552","GA516"
14814,10.624718,0.06813347339630127,51.48963153362274,0,17,"CreateMemberButton","P570","GA522"
14814,10.643702,0.06812810897827148,51.48961544036865,2,16,"createMember.done","P570","GA522"
14814,10.682953,0.06803154945373535,51.489567160606384,0,8,"placeMember.failed","P570","GA522"
14814,10.718812,0.06801009178161621,51.489551067352295,0,6,"CreateMemberButton","P570","GA522"
14814,10.724961,0.06776869297027588,51.48947596549988,0,15,"createMember.done","P570","GA522"
14814,10.730463,0.06740391254425049,51.48965835571289,0,44,"placeMember.failed","P570","GA522"
14814,10.762632,0.06670653820037842,51.489556431770325,0,88,"CreateMemberButton","P570","GA522"
14814,10.763331,0.06626129150390625,51.48942232131958,0,119,"createMember.failed","P570","GA522"
14814,10.772666,0.0661700963973999,51.48920774459839,0,129,"createMember.done","P570","GA522"
14814,10.783947,0.06629347801208496,51.48920238018036,0,121,"placeMember.done","P570","GA522"
14814,10.7872,0.06630420684814453,51.48919701576233,0,121,"CreateMemberButton","P570","GA522"
14814,10.792376,0.06641685962677002,51.489036083221436,0,120,"createMember.done","P570","GA522"
14814,10.805525,0.06669580936431885,51.48874640464783,0,122,"CommunitiesButton","P570","GA522"
14814,10.807016,0.06658315658569336,51.488547921180725,0,143,"placeMember.failed","P570","GA522"
14814,10.820704,0.06674408912658691,51.48867130279541,0,125,"CommunitiesButton","P570","GA522"
14814,10.822803,0.06702840328216553,51.48896098136902,0,89,"placeMember.failed","P570","GA522"
14814,10.836796,0.06720542907714844,51.48910582065582,1,69,"CreateMemberButton","P570","GA522"
14814,10.839322,0.06742000579833984,51.48944914340973,0,39,"createMember.failed","P570","GA522"
14814,10.853052,0.06741464138031006,51.48945450782776,0,39,"CommunitiesButton","P570","GA522"
14814,10.858966,0.06741464138031006,51.48947596549988,0,39,"placeMember.failed","P570","GA522"
14814,10.882827,0.0673288106918335,51.48959398269653,0,46,"CommunitiesButton","P570","GA522"
14814,10.88512,0.06711959838867188,51.48988366127014,0,73,"placeMember.failed","P570","GA522"
14814,10.906522,0.06706058979034424,51.49000704288483,0,85,"CommunitiesButton","P570","GA522"
14814,10.910822,0.06667971611022949,51.49036109447479,0,131,"placeMember.failed","P570","GA522"
14814,10.926507,0.06655633449554443,51.4904522895813,0,144,"CommunitiesButton","P570","GA522"
14814,10.930266,0.06652414798736572,51.49043083190918,0,144,"placeMember.done","P570","GA522"
14814,10.975075,0.06611108779907227,51.49066686630249,0,183,"CommunitiesButton","P570","GA522"
14814,10.980278,0.06608426570892334,51.49069905281067,0,187,"placeMember.failed","P570","GA522"
14814,10.987493,0.06608963012695312,51.49069905281067,0,187,"CommunitiesButton","P570","GA522"
14814,10.989767,0.06589114665985107,51.490800976753235,0,204,"placeMember.failed","P570","GA522"
14814,10.999858,0.06579458713531494,51.490784883499146,0,208,"CreateMemberButton","P570","GA522"
14814,11.000591,0.06584823131561279,51.490811705589294,0,207,"createMember.failed","P570","GA522"
14814,11.001414,0.06585359573364258,51.490779519081116,0,205,"createMember.failed","P570","GA522"
14814,11.001784,0.06585896015167236,51.490768790245056,0,203,"createMember.failed","P570","GA522"
14814,11.003278,0.06586432456970215,51.490779519081116,0,204,"createMember.failed","P570","GA522"
14814,11.00392,0.06586432456970215,51.490779519081116,0,204,"createMember.failed","P570","GA522"
14814,11.004187,0.06586432456970215,51.490779519081116,0,204,"createMember.failed","P570","GA522"
14814,11.004387,0.06585896015167236,51.490779519081116,0,204,"createMember.failed","P570","GA522"
14814,11.032638,0.06547272205352783,51.491031646728516,0,243,"CommunitiesButton","P570","GA522"
14814,11.035839,0.06550490856170654,51.491058468818665,0,243,"placeMember.failed","P570","GA522"
14814,11.074631,0.06740391254425049,51.49039328098297,0,107,"CommunitiesButton","P570","GA522"
14814,11.07577,0.0673985481262207,51.490398645401,0,107,"placeMember.failed","P570","GA522"
14814,11.097214,0.06848752498626709,51.49088680744171,0,158,"CommunitiesButton","P570","GA522"
14814,11.098953,0.06849825382232666,51.49090826511383,0,160,"placeMember.failed","P570","GA522"
14814,11.101051,0.06857872009277344,51.49088144302368,0,158,"CommunitiesButton","P570","GA522"
14814,11.10305,0.0685197114944458,51.49089753627777,0,159,"placeMember.failed","P570","GA522"
