day,hour,gametime,zone,lon,lat,age,r,dist,action,playerId,gameId,year
14812,6.976109981536865,418.5666166666667,,-1.1527276039123535,52.96502351760864,0,183804,7,"move","P521","GA507",NA
14812,6.976308822631836,418.5785333333333,,-1.152690052986145,52.964969873428345,0,183797,6,"move","P521","GA507",NA
14812,6.976621150970459,418.59725,,-1.1526578664779663,52.96490550041199,0,183790,7,"move","P521","GA507",NA
14812,6.976981163024902,418.6188666666667,,-1.152614951133728,52.9648357629776,0,183782,8,"move","P521","GA507",NA
14812,6.977392196655273,418.64351666666664,,-1.1525452136993408,52.964685559272766,0,183765,17,"move","P521","GA507",NA
14812,6.977402687072754,418.64416666666665,[st anns],-1.1525452136993408,52.964685559272766,0,183765,0,"changeZone","P521","GA507",NA
14812,6.977688789367676,418.66131666666666,[st anns],-1.1525022983551025,52.96461045742035,0,183756,8,"move","P521","GA507",NA
14812,6.97794771194458,418.6768833333333,[st anns],-1.1524486541748047,52.96453535556793,0,183747,9,"move","P521","GA507",NA
14812,6.978219985961914,418.6931833333333,[st anns],-1.152389645576477,52.964444160461426,0,183736,10,"move","P521","GA507",NA
14812,19.274105072021484,1156.4462833333334,,0.0,0.0,0,NA,0,"changeYear","P530","GA511","2011"
14812,19.283824920654297,1157.0295166666667,,-0.12108564376831055,51.5758752822876,0,16215,0,"move","P530","GA511",NA
14812,19.284650802612305,1157.0790166666666,,-0.12104809284210205,51.57578945159912,0,16207,9,"move","P530","GA511",NA
